Ivy Allen , loan_1 , 12000 , 6600.0 , 0.55 , 7
Amelia Lewis , loan_2 , 71000 , 38340.0 , 0.54 , 3
Amelia Lewis , loan_3 , 71000 , 35500.0 , 0.5 , 2
Amelia Lewis , loan_4 , 71000 , 39050.0 , 0.55 , 1
Amelia Lewis , loan_5 , 71000 , 34790.0 , 0.49 , 2
Amelia Lewis , loan_6 , 71000 , 27690.0 , 0.39 , 1
Amelia Lewis , loan_7 , 71000 , 39050.0 , 0.55 , 2
Amelia Lewis , loan_8 , 71000 , 30530.0 , 0.43 , 2
Amelia Lewis , loan_9 , 71000 , 31240.0 , 0.44 , 5
Amelia Lewis , loan_10 , 71000 , 27690.0 , 0.39 , 3
Amelia Lewis , loan_11 , 71000 , 34080.0 , 0.48 , 2
Amelia Lewis , loan_12 , 71000 , 39050.0 , 0.55 , 1
Amelia Lewis , loan_13 , 71000 , 32660.0 , 0.46 , 6
Amelia Lewis , loan_14 , 71000 , 25560.0 , 0.36 , 5
Amelia Lewis , loan_15 , 71000 , 28400.0 , 0.4 , 2
Amelia Lewis , loan_16 , 71000 , 31240.0 , 0.44 , 0
Sienna Harris , loan_1 , 88000 , 25520.0 , 0.29 , 0
Sienna Harris , loan_2 , 88000 , 28160.0 , 0.32 , 0
Sienna Harris , loan_3 , 88000 , 26400.0 , 0.3 , 3
Sienna Harris , loan_4 , 88000 , 19360.0 , 0.22 , 3
Sienna Harris , loan_5 , 88000 , 23760.0 , 0.27 , 0
Sienna Harris , loan_6 , 88000 , 25520.0 , 0.29 , 0
Sienna Harris , loan_7 , 88000 , 19360.0 , 0.22 , 4
Sienna Harris , loan_8 , 88000 , 29920.0 , 0.34 , 0
Sienna Harris , loan_9 , 88000 , 33440.0 , 0.38 , 3
Sienna Harris , loan_10 , 88000 , 21120.0 , 0.24 , 0
Sienna Harris , loan_11 , 88000 , 20240.0 , 0.23 , 0
Sienna Harris , loan_12 , 88000 , 30800.0 , 0.35 , 1
Sienna Harris , loan_13 , 88000 , 21120.0 , 0.24 , 2
Sienna Harris , loan_14 , 88000 , 31680.0 , 0.36 , 0
Sienna Harris , loan_15 , 88000 , 22880.0 , 0.26 , 0
Sienna Harris , loan_16 , 88000 , 29920.0 , 0.34 , 1
Sofia Robinson , loan_1 , 86000 , 45580.0 , 0.53 , 2
Sofia Robinson , loan_2 , 86000 , 32680.0 , 0.38 , 2
Sofia Robinson , loan_3 , 86000 , 47300.0 , 0.55 , 3
Sofia Robinson , loan_4 , 86000 , 43860.0 , 0.51 , 2
Sofia Robinson , loan_5 , 86000 , 36980.0 , 0.43 , 2
Sofia Robinson , loan_6 , 86000 , 38700.0 , 0.45 , 4
Sofia Robinson , loan_7 , 86000 , 41280.0 , 0.48 , 3
Sofia Robinson , loan_8 , 86000 , 45580.0 , 0.53 , 0
Sofia Robinson , loan_9 , 86000 , 31820.0 , 0.37 , 1
Sofia Robinson , loan_10 , 86000 , 36120.0 , 0.42 , 3
Sofia Robinson , loan_11 , 86000 , 31820.0 , 0.37 , 10
Sofia Robinson , loan_12 , 86000 , 34400.0 , 0.4 , 6
Sofia Robinson , loan_13 , 86000 , 30960.0 , 0.36 , 2
Sofia Robinson , loan_14 , 86000 , 31820.0 , 0.37 , 3
Sofia Robinson , loan_15 , 86000 , 43000.0 , 0.5 , 2
Sofia Robinson , loan_16 , 86000 , 38700.0 , 0.45 , 3
Grace Holmes , loan_1 , 74000 , 27380.0 , 0.37 , 1
Grace Holmes , loan_2 , 74000 , 30340.0 , 0.41 , 3
Grace Holmes , loan_3 , 74000 , 39220.0 , 0.53 , 1
Grace Holmes , loan_4 , 74000 , 34040.0 , 0.46 , 3
Grace Holmes , loan_5 , 74000 , 35520.0 , 0.48 , 1
Grace Holmes , loan_6 , 74000 , 39960.0 , 0.54 , 8
Grace Holmes , loan_7 , 74000 , 28120.0 , 0.38 , 1
Grace Holmes , loan_8 , 74000 , 25900.0 , 0.35 , 3
Grace Holmes , loan_9 , 74000 , 35520.0 , 0.48 , 5
Grace Holmes , loan_10 , 74000 , 40700.0 , 0.55 , 2
Grace Holmes , loan_11 , 74000 , 40700.0 , 0.55 , 0
Grace Holmes , loan_12 , 74000 , 38480.0 , 0.52 , 4
Grace Holmes , loan_13 , 74000 , 40700.0 , 0.55 , 2
Grace Holmes , loan_14 , 74000 , 38480.0 , 0.52 , 4
Grace Holmes , loan_15 , 74000 , 39220.0 , 0.53 , 1
Grace Holmes , loan_16 , 74000 , 28860.0 , 0.39 , 1
Grace Holmes , loan_17 , 74000 , 28120.0 , 0.38 , 3
Noah Webb , loan_1 , 98000 , 62720.0 , 0.64 , 3
Noah Webb , loan_2 , 98000 , 54880.0 , 0.56 , 4
Noah Webb , loan_3 , 98000 , 63700.0 , 0.65 , 4
Noah Webb , loan_4 , 98000 , 54880.0 , 0.56 , 4
Noah Webb , loan_5 , 98000 , 62720.0 , 0.64 , 2
Noah Webb , loan_6 , 98000 , 48020.0 , 0.49 , 0
Noah Webb , loan_7 , 98000 , 44100.0 , 0.45 , 9
Noah Webb , loan_8 , 98000 , 60760.0 , 0.62 , 2
Noah Webb , loan_9 , 98000 , 62720.0 , 0.64 , 6
Noah Webb , loan_10 , 98000 , 50960.0 , 0.52 , 2
Noah Webb , loan_11 , 98000 , 44100.0 , 0.45 , 0
Noah Webb , loan_12 , 98000 , 53900.0 , 0.55 , 6
Noah Webb , loan_13 , 98000 , 61740.0 , 0.63 , 6
Noah Webb , loan_14 , 98000 , 53900.0 , 0.55 , 7
Noah Webb , loan_15 , 98000 , 50960.0 , 0.52 , 6
Muhammad Walker , loan_1 , 78000 , 27300.0 , 0.35 , 0
Muhammad Walker , loan_2 , 78000 , 19500.0 , 0.25 , 1
Muhammad Walker , loan_3 , 78000 , 28080.0 , 0.36 , 1
Muhammad Walker , loan_4 , 78000 , 16380.0 , 0.21 , 1
Muhammad Walker , loan_5 , 78000 , 26520.0 , 0.34 , 1
Muhammad Walker , loan_6 , 78000 , 22620.0 , 0.29 , 0
Muhammad Walker , loan_7 , 78000 , 24180.0 , 0.31 , 1
Muhammad Walker , loan_8 , 78000 , 25740.0 , 0.33 , 1
Muhammad Walker , loan_9 , 78000 , 27300.0 , 0.35 , 2
Muhammad Walker , loan_10 , 78000 , 31200.0 , 0.4 , 0
Muhammad Walker , loan_11 , 78000 , 16380.0 , 0.21 , 0
Muhammad Walker , loan_12 , 78000 , 17160.0 , 0.22 , 0
Muhammad Walker , loan_13 , 78000 , 28860.0 , 0.37 , 0
Muhammad Walker , loan_14 , 78000 , 24180.0 , 0.31 , 1
Muhammad Walker , loan_15 , 78000 , 15600.0 , 0.2 , 1
Muhammad Walker , loan_16 , 78000 , 27300.0 , 0.35 , 3
Theo Davidson , loan_1 , 91000 , 47320.0 , 0.52 , 0
Theo Davidson , loan_2 , 91000 , 45500.0 , 0.5 , 7
Theo Davidson , loan_3 , 91000 , 40040.0 , 0.44 , 4
Theo Davidson , loan_4 , 91000 , 31850.0 , 0.35 , 0
Theo Davidson , loan_5 , 91000 , 47320.0 , 0.52 , 3
Theo Davidson , loan_6 , 91000 , 37310.0 , 0.41 , 3
Theo Davidson , loan_7 , 91000 , 40950.0 , 0.45 , 3
Theo Davidson , loan_8 , 91000 , 41860.0 , 0.46 , 9
Theo Davidson , loan_9 , 91000 , 40950.0 , 0.45 , 2
Theo Davidson , loan_10 , 91000 , 47320.0 , 0.52 , 6
Theo Davidson , loan_11 , 91000 , 38220.0 , 0.42 , 2
Theo Davidson , loan_12 , 91000 , 39130.0 , 0.43 , 7
Theo Davidson , loan_13 , 91000 , 42770.0 , 0.47 , 2
Theo Davidson , loan_14 , 91000 , 33670.0 , 0.37 , 4
Theo Davidson , loan_15 , 91000 , 43680.0 , 0.48 , 1
Theo Davidson , loan_16 , 91000 , 48230.0 , 0.53 , 5
Arlo Stevens , loan_1 , 90000 , 24300.0 , 0.27 , 1
Arlo Stevens , loan_2 , 90000 , 29700.0 , 0.33 , 0
Arlo Stevens , loan_3 , 90000 , 27000.0 , 0.3 , 0
Arlo Stevens , loan_4 , 90000 , 28800.0 , 0.32 , 0
Arlo Stevens , loan_5 , 90000 , 27900.0 , 0.31 , 0
Arlo Stevens , loan_6 , 90000 , 35100.0 , 0.39 , 0
Arlo Stevens , loan_7 , 90000 , 27000.0 , 0.3 , 2
Arlo Stevens , loan_8 , 90000 , 26100.0 , 0.29 , 0
Arlo Stevens , loan_9 , 90000 , 21600.0 , 0.24 , 0
Arlo Stevens , loan_10 , 90000 , 28800.0 , 0.32 , 0
Arlo Stevens , loan_11 , 90000 , 34200.0 , 0.38 , 1
Arlo Stevens , loan_12 , 90000 , 31500.0 , 0.35 , 1
Arlo Stevens , loan_13 , 90000 , 24300.0 , 0.27 , 3
Arlo Stevens , loan_14 , 90000 , 32400.0 , 0.36 , 1
Arlo Stevens , loan_15 , 90000 , 27000.0 , 0.3 , 0
Arlo Stevens , loan_16 , 90000 , 29700.0 , 0.33 , 0
Arlo Stevens , loan_17 , 90000 , 23400.0 , 0.26 , 1
Alfie Adams , loan_1 , 77000 , 41580.0 , 0.54 , 0
Alfie Adams , loan_2 , 77000 , 36960.0 , 0.48 , 6
Alfie Adams , loan_3 , 77000 , 48510.0 , 0.63 , 7
Alfie Adams , loan_4 , 77000 , 46200.0 , 0.6 , 3
Alfie Adams , loan_5 , 77000 , 41580.0 , 0.54 , 1
Alfie Adams , loan_6 , 77000 , 49280.0 , 0.64 , 3
Alfie Adams , loan_7 , 77000 , 40810.0 , 0.53 , 2
Alfie Adams , loan_8 , 77000 , 41580.0 , 0.54 , 12
Alfie Adams , loan_9 , 77000 , 34650.0 , 0.45 , 4
Alfie Adams , loan_10 , 77000 , 50050.0 , 0.65 , 2
Alfie Adams , loan_11 , 77000 , 46200.0 , 0.6 , 1
Alfie Adams , loan_12 , 77000 , 40810.0 , 0.53 , 2
Alfie Adams , loan_13 , 77000 , 46200.0 , 0.6 , 3
Alfie Adams , loan_14 , 77000 , 46970.0 , 0.61 , 4
Alfie Adams , loan_15 , 77000 , 36960.0 , 0.48 , 2
Alfie Adams , loan_16 , 77000 , 36190.0 , 0.47 , 11
Alfie Adams , loan_17 , 77000 , 34650.0 , 0.45 , 4
Alfie Adams , loan_18 , 77000 , 50050.0 , 0.65 , 6
Alfie Adams , loan_19 , 77000 , 40810.0 , 0.53 , 11
Isla Burton , loan_1 , 92000 , 42320.0 , 0.46 , 0
Isla Burton , loan_2 , 92000 , 35880.0 , 0.39 , 5
Isla Burton , loan_3 , 92000 , 46920.0 , 0.51 , 4
Isla Burton , loan_4 , 92000 , 32200.0 , 0.35 , 1
Isla Burton , loan_5 , 92000 , 42320.0 , 0.46 , 2
Isla Burton , loan_6 , 92000 , 35880.0 , 0.39 , 2
Isla Burton , loan_7 , 92000 , 32200.0 , 0.35 , 3
Isla Burton , loan_8 , 92000 , 34040.0 , 0.37 , 3
Isla Burton , loan_9 , 92000 , 36800.0 , 0.4 , 0
Isla Burton , loan_10 , 92000 , 35880.0 , 0.39 , 7
Isla Burton , loan_11 , 92000 , 37720.0 , 0.41 , 2
Isla Burton , loan_12 , 92000 , 42320.0 , 0.46 , 4
Isla Burton , loan_13 , 92000 , 35880.0 , 0.39 , 3
Isla Burton , loan_14 , 92000 , 34040.0 , 0.37 , 4
Isla Burton , loan_15 , 92000 , 36800.0 , 0.4 , 1
Isla Burton , loan_16 , 92000 , 42320.0 , 0.46 , 2
Arlo Adams , loan_1 , 96000 , 45120.0 , 0.47 , 3
Arlo Adams , loan_2 , 96000 , 59520.0 , 0.62 , 2
Arlo Adams , loan_3 , 96000 , 53760.0 , 0.56 , 9
Arlo Adams , loan_4 , 96000 , 62400.0 , 0.65 , 3
Arlo Adams , loan_5 , 96000 , 61440.0 , 0.64 , 2
Arlo Adams , loan_6 , 96000 , 61440.0 , 0.64 , 4
Arlo Adams , loan_7 , 96000 , 61440.0 , 0.64 , 6
Arlo Adams , loan_8 , 96000 , 58560.0 , 0.61 , 3
Arlo Adams , loan_9 , 96000 , 56640.0 , 0.59 , 2
Arlo Adams , loan_10 , 96000 , 44160.0 , 0.46 , 10
Arlo Adams , loan_11 , 96000 , 53760.0 , 0.56 , 4
Arlo Adams , loan_12 , 96000 , 48960.0 , 0.51 , 11
Arlo Adams , loan_13 , 96000 , 48000.0 , 0.5 , 3
Arlo Adams , loan_14 , 96000 , 55680.0 , 0.58 , 12
Arlo Adams , loan_15 , 96000 , 43200.0 , 0.45 , 3
Jack Robinson , loan_1 , 83000 , 30710.0 , 0.37 , 1
Jack Robinson , loan_2 , 83000 , 43160.0 , 0.52 , 2
Jack Robinson , loan_3 , 83000 , 34860.0 , 0.42 , 0
Jack Robinson , loan_4 , 83000 , 44820.0 , 0.54 , 3
Jack Robinson , loan_5 , 83000 , 33200.0 , 0.4 , 3
Jack Robinson , loan_6 , 83000 , 29880.0 , 0.36 , 1
Jack Robinson , loan_7 , 83000 , 39010.0 , 0.47 , 0
Jack Robinson , loan_8 , 83000 , 39840.0 , 0.48 , 2
Jack Robinson , loan_9 , 83000 , 30710.0 , 0.37 , 4
Jack Robinson , loan_10 , 83000 , 34030.0 , 0.41 , 2
Jack Robinson , loan_11 , 83000 , 34030.0 , 0.41 , 1
Jack Robinson , loan_12 , 83000 , 39010.0 , 0.47 , 4
Jack Robinson , loan_13 , 83000 , 34030.0 , 0.41 , 0
Jack Robinson , loan_14 , 83000 , 45650.0 , 0.55 , 2
Jack Robinson , loan_15 , 83000 , 44820.0 , 0.54 , 10
Jack Robinson , loan_16 , 83000 , 40670.0 , 0.49 , 2
Archie Foster , loan_1 , 74000 , 45140.0 , 0.61 , 2
Archie Foster , loan_2 , 74000 , 47360.0 , 0.64 , 5
Archie Foster , loan_3 , 74000 , 34780.0 , 0.47 , 7
Archie Foster , loan_4 , 74000 , 33300.0 , 0.45 , 7
Archie Foster , loan_5 , 74000 , 44400.0 , 0.6 , 1
Archie Foster , loan_6 , 74000 , 45880.0 , 0.62 , 5
Archie Foster , loan_7 , 74000 , 45880.0 , 0.62 , 2
Archie Foster , loan_8 , 74000 , 44400.0 , 0.6 , 0
Archie Foster , loan_9 , 74000 , 37000.0 , 0.5 , 3
Archie Foster , loan_10 , 74000 , 47360.0 , 0.64 , 4
Archie Foster , loan_11 , 74000 , 42180.0 , 0.57 , 2
Archie Foster , loan_12 , 74000 , 45880.0 , 0.62 , 2
Archie Foster , loan_13 , 74000 , 45140.0 , 0.61 , 1
Archie Foster , loan_14 , 74000 , 41440.0 , 0.56 , 4
Archie Foster , loan_15 , 74000 , 39220.0 , 0.53 , 5
Archie Foster , loan_16 , 74000 , 45880.0 , 0.62 , 3
Archie Foster , loan_17 , 74000 , 48100.0 , 0.65 , 5
Noah Harris , loan_1 , 80000 , 41600.0 , 0.52 , 1
Noah Harris , loan_2 , 80000 , 30400.0 , 0.38 , 2
Noah Harris , loan_3 , 80000 , 32800.0 , 0.41 , 1
Noah Harris , loan_4 , 80000 , 28000.0 , 0.35 , 2
Noah Harris , loan_5 , 80000 , 31200.0 , 0.39 , 2
Noah Harris , loan_6 , 80000 , 41600.0 , 0.52 , 4
Noah Harris , loan_7 , 80000 , 34400.0 , 0.43 , 1
Noah Harris , loan_8 , 80000 , 30400.0 , 0.38 , 4
Noah Harris , loan_9 , 80000 , 28800.0 , 0.36 , 5
Noah Harris , loan_10 , 80000 , 35200.0 , 0.44 , 1
Noah Harris , loan_11 , 80000 , 40000.0 , 0.5 , 4
Noah Harris , loan_12 , 80000 , 31200.0 , 0.39 , 2
Noah Harris , loan_13 , 80000 , 39200.0 , 0.49 , 5
Noah Harris , loan_14 , 80000 , 32000.0 , 0.4 , 4
Noah Harris , loan_15 , 80000 , 36000.0 , 0.45 , 3
Noah Harris , loan_16 , 80000 , 36800.0 , 0.46 , 0
Harry Allen , loan_1 , 77000 , 26950.0 , 0.35 , 3
Harry Allen , loan_2 , 77000 , 36960.0 , 0.48 , 1
Harry Allen , loan_3 , 77000 , 42350.0 , 0.55 , 3
Harry Allen , loan_4 , 77000 , 41580.0 , 0.54 , 1
Harry Allen , loan_5 , 77000 , 39270.0 , 0.51 , 2
Harry Allen , loan_6 , 77000 , 34650.0 , 0.45 , 3
Harry Allen , loan_7 , 77000 , 27720.0 , 0.36 , 6
Harry Allen , loan_8 , 77000 , 29260.0 , 0.38 , 4
Harry Allen , loan_9 , 77000 , 41580.0 , 0.54 , 1
Harry Allen , loan_10 , 77000 , 33110.0 , 0.43 , 0
Harry Allen , loan_11 , 77000 , 37730.0 , 0.49 , 5
Harry Allen , loan_12 , 77000 , 39270.0 , 0.51 , 3
Harry Allen , loan_13 , 77000 , 36190.0 , 0.47 , 7
Harry Allen , loan_14 , 77000 , 34650.0 , 0.45 , 2
Lily Owen , loan_1 , 82000 , 41820.0 , 0.51 , 3
Lily Owen , loan_2 , 82000 , 47560.0 , 0.58 , 3
Lily Owen , loan_3 , 82000 , 40180.0 , 0.49 , 2
Lily Owen , loan_4 , 82000 , 49200.0 , 0.6 , 7
Lily Owen , loan_5 , 82000 , 45920.0 , 0.56 , 9
Lily Owen , loan_6 , 82000 , 39360.0 , 0.48 , 2
Lily Owen , loan_7 , 82000 , 39360.0 , 0.48 , 1
Lily Owen , loan_8 , 82000 , 47560.0 , 0.58 , 9
Lily Owen , loan_9 , 82000 , 43460.0 , 0.53 , 0
Lily Owen , loan_10 , 82000 , 36900.0 , 0.45 , 7
Lily Owen , loan_11 , 82000 , 51660.0 , 0.63 , 3
Lily Owen , loan_12 , 82000 , 38540.0 , 0.47 , 1
Lily Owen , loan_13 , 82000 , 38540.0 , 0.47 , 8
Lily Owen , loan_14 , 82000 , 45920.0 , 0.56 , 0
Lily Owen , loan_15 , 82000 , 47560.0 , 0.58 , 12
Lily Owen , loan_16 , 82000 , 44280.0 , 0.54 , 3
Lily Owen , loan_17 , 82000 , 38540.0 , 0.47 , 1
Emily Foster , loan_1 , 70000 , 27300.0 , 0.39 , 6
Emily Foster , loan_2 , 70000 , 30100.0 , 0.43 , 4
Emily Foster , loan_3 , 70000 , 37100.0 , 0.53 , 8
Emily Foster , loan_4 , 70000 , 33600.0 , 0.48 , 3
Emily Foster , loan_5 , 70000 , 33600.0 , 0.48 , 2
Emily Foster , loan_6 , 70000 , 25200.0 , 0.36 , 2
Emily Foster , loan_7 , 70000 , 35700.0 , 0.51 , 0
Emily Foster , loan_8 , 70000 , 25200.0 , 0.36 , 4
Emily Foster , loan_9 , 70000 , 35000.0 , 0.5 , 6
Emily Foster , loan_10 , 70000 , 26600.0 , 0.38 , 4
Emily Foster , loan_11 , 70000 , 32900.0 , 0.47 , 4
Emily Foster , loan_12 , 70000 , 38500.0 , 0.55 , 0
Emily Foster , loan_13 , 70000 , 26600.0 , 0.38 , 2
Emily Foster , loan_14 , 70000 , 36400.0 , 0.52 , 0
Emily Foster , loan_15 , 70000 , 27300.0 , 0.39 , 0
Emily Foster , loan_16 , 70000 , 31500.0 , 0.45 , 4
Isabella Robinson , loan_1 , 95000 , 48450.0 , 0.51 , 4
Isabella Robinson , loan_2 , 95000 , 37050.0 , 0.39 , 6
Isabella Robinson , loan_3 , 95000 , 34200.0 , 0.36 , 3
Isabella Robinson , loan_4 , 95000 , 46550.0 , 0.49 , 2
Isabella Robinson , loan_5 , 95000 , 35150.0 , 0.37 , 6
Isabella Robinson , loan_6 , 95000 , 35150.0 , 0.37 , 5
Isabella Robinson , loan_7 , 95000 , 38000.0 , 0.4 , 2
Isabella Robinson , loan_8 , 95000 , 41800.0 , 0.44 , 7
Isabella Robinson , loan_9 , 95000 , 48450.0 , 0.51 , 0
Isabella Robinson , loan_10 , 95000 , 39900.0 , 0.42 , 4
Isabella Robinson , loan_11 , 95000 , 43700.0 , 0.46 , 1
Isabella Robinson , loan_12 , 95000 , 52250.0 , 0.55 , 4
Isabella Robinson , loan_13 , 95000 , 34200.0 , 0.36 , 4
Isabella Robinson , loan_14 , 95000 , 49400.0 , 0.52 , 2
Isabella Robinson , loan_15 , 95000 , 43700.0 , 0.46 , 2
Mia Owen , loan_1 , 98000 , 22540.0 , 0.23 , 2
Mia Owen , loan_2 , 98000 , 33320.0 , 0.34 , 1
Mia Owen , loan_3 , 98000 , 31360.0 , 0.32 , 0
Mia Owen , loan_4 , 98000 , 19600.0 , 0.2 , 0
Mia Owen , loan_5 , 98000 , 23520.0 , 0.24 , 0
Mia Owen , loan_6 , 98000 , 21560.0 , 0.22 , 1
Mia Owen , loan_7 , 98000 , 32340.0 , 0.33 , 0
Mia Owen , loan_8 , 98000 , 26460.0 , 0.27 , 0
Mia Owen , loan_9 , 98000 , 28420.0 , 0.29 , 0
Mia Owen , loan_10 , 98000 , 35280.0 , 0.36 , 0
Mia Owen , loan_11 , 98000 , 26460.0 , 0.27 , 0
Mia Owen , loan_12 , 98000 , 21560.0 , 0.22 , 2
Mia Owen , loan_13 , 98000 , 19600.0 , 0.2 , 3
Mia Owen , loan_14 , 98000 , 22540.0 , 0.23 , 1
Evelyn Baker , loan_1 , 83000 , 29880.0 , 0.36 , 1
Evelyn Baker , loan_2 , 83000 , 41500.0 , 0.5 , 6
Evelyn Baker , loan_3 , 83000 , 40670.0 , 0.49 , 3
Evelyn Baker , loan_4 , 83000 , 43160.0 , 0.52 , 3
Evelyn Baker , loan_5 , 83000 , 41500.0 , 0.5 , 0
Evelyn Baker , loan_6 , 83000 , 35690.0 , 0.43 , 2
Evelyn Baker , loan_7 , 83000 , 35690.0 , 0.43 , 1
Evelyn Baker , loan_8 , 83000 , 38180.0 , 0.46 , 1
Evelyn Baker , loan_9 , 83000 , 33200.0 , 0.4 , 9
Evelyn Baker , loan_10 , 83000 , 30710.0 , 0.37 , 1
Evelyn Baker , loan_11 , 83000 , 32370.0 , 0.39 , 1
Evelyn Baker , loan_12 , 83000 , 31540.0 , 0.38 , 1
Evelyn Baker , loan_13 , 83000 , 31540.0 , 0.38 , 8
Evelyn Baker , loan_14 , 83000 , 31540.0 , 0.38 , 1
Evelyn Baker , loan_15 , 83000 , 32370.0 , 0.39 , 7
Evelyn Baker , loan_16 , 83000 , 43990.0 , 0.53 , 2
Lucas Wilson , loan_1 , 87000 , 53940.0 , 0.62 , 5
Lucas Wilson , loan_2 , 87000 , 42630.0 , 0.49 , 3
Lucas Wilson , loan_3 , 87000 , 53070.0 , 0.61 , 4
Lucas Wilson , loan_4 , 87000 , 54810.0 , 0.63 , 5
Lucas Wilson , loan_5 , 87000 , 56550.0 , 0.65 , 5
Lucas Wilson , loan_6 , 87000 , 48720.0 , 0.56 , 11
Lucas Wilson , loan_7 , 87000 , 49590.0 , 0.57 , 10
Lucas Wilson , loan_8 , 87000 , 42630.0 , 0.49 , 3
Lucas Wilson , loan_9 , 87000 , 54810.0 , 0.63 , 8
Lucas Wilson , loan_10 , 87000 , 46110.0 , 0.53 , 5
Lucas Wilson , loan_11 , 87000 , 53070.0 , 0.61 , 7
Lucas Wilson , loan_12 , 87000 , 46110.0 , 0.53 , 1
Lucas Wilson , loan_13 , 87000 , 46110.0 , 0.53 , 5
Lucas Wilson , loan_14 , 87000 , 52200.0 , 0.6 , 2
Lucas Wilson , loan_15 , 87000 , 52200.0 , 0.6 , 4
Lucas Wilson , loan_16 , 87000 , 48720.0 , 0.56 , 4
Lucas Wilson , loan_17 , 87000 , 54810.0 , 0.63 , 14
Oscar Baker , loan_1 , 96000 , 22080.0 , 0.23 , 0
Oscar Baker , loan_2 , 96000 , 30720.0 , 0.32 , 1
Oscar Baker , loan_3 , 96000 , 36480.0 , 0.38 , 1
Oscar Baker , loan_4 , 96000 , 26880.0 , 0.28 , 1
Oscar Baker , loan_5 , 96000 , 36480.0 , 0.38 , 0
Oscar Baker , loan_6 , 96000 , 25920.0 , 0.27 , 1
Oscar Baker , loan_7 , 96000 , 22080.0 , 0.23 , 0
Oscar Baker , loan_8 , 96000 , 22080.0 , 0.23 , 0
Oscar Baker , loan_9 , 96000 , 24960.0 , 0.26 , 0
Oscar Baker , loan_10 , 96000 , 29760.0 , 0.31 , 0
Oscar Baker , loan_11 , 96000 , 31680.0 , 0.33 , 3
Oscar Baker , loan_12 , 96000 , 30720.0 , 0.32 , 2
Oscar Baker , loan_13 , 96000 , 21120.0 , 0.22 , 0
Oscar Baker , loan_14 , 96000 , 28800.0 , 0.3 , 1
Oscar Baker , loan_15 , 96000 , 22080.0 , 0.23 , 2
Oscar Baker , loan_16 , 96000 , 35520.0 , 0.37 , 1
Oscar Baker , loan_17 , 96000 , 38400.0 , 0.4 , 1
