Ivy Allen , loan_1 , 12000 , 39600 , 3.3 , 7
Theo Davidson , loan_1 , 91000 , 189280 , 2.08 , 0
Theo Davidson , loan_2 , 91000 , 455000 , 5.0 , 7
Theo Davidson , loan_3 , 91000 , 360360 , 3.96 , 4
Theo Davidson , loan_4 , 91000 , 286650 , 3.15 , 0
Theo Davidson , loan_5 , 91000 , 331240 , 3.64 , 3
Theo Davidson , loan_6 , 91000 , 410410 , 4.51 , 3
Theo Davidson , loan_7 , 91000 , 204750 , 2.25 , 3
Theo Davidson , loan_8 , 91000 , 418600 , 4.6 , 9
Theo Davidson , loan_9 , 91000 , 163800 , 1.8 , 2
Theo Davidson , loan_10 , 91000 , 520520 , 5.72 , 6
Theo Davidson , loan_11 , 91000 , 420420 , 4.62 , 2
Theo Davidson , loan_12 , 91000 , 352170 , 3.87 , 7
Theo Davidson , loan_13 , 91000 , 427700 , 4.7 , 2
Theo Davidson , loan_14 , 91000 , 168350 , 1.85 , 4
Theo Davidson , loan_15 , 91000 , 262080 , 2.88 , 1
Theo Davidson , loan_16 , 91000 , 434070 , 4.77 , 5
Arlo Stevens , loan_1 , 90000 , 97200 , 1.08 , 1
Arlo Stevens , loan_2 , 90000 , 267300 , 2.97 , 0
Arlo Stevens , loan_3 , 90000 , 216000 , 2.4 , 0
Arlo Stevens , loan_4 , 90000 , 316800 , 3.52 , 0
Arlo Stevens , loan_5 , 90000 , 306900 , 3.41 , 0
Arlo Stevens , loan_6 , 90000 , 140400 , 1.56 , 0
Arlo Stevens , loan_7 , 90000 , 108000 , 1.2 , 2
Arlo Stevens , loan_8 , 90000 , 182700 , 2.03 , 0
Arlo Stevens , loan_9 , 90000 , 129600 , 1.44 , 0
Arlo Stevens , loan_10 , 90000 , 288000 , 3.2 , 0
Arlo Stevens , loan_11 , 90000 , 273600 , 3.04 , 1
Arlo Stevens , loan_12 , 90000 , 126000 , 1.4 , 1
Arlo Stevens , loan_13 , 90000 , 291600 , 3.24 , 3
Arlo Stevens , loan_14 , 90000 , 226800 , 2.52 , 1
Arlo Stevens , loan_15 , 90000 , 108000 , 1.2 , 0
Arlo Stevens , loan_16 , 90000 , 148500 , 1.65 , 0
Arlo Stevens , loan_17 , 90000 , 280800 , 3.12 , 1
Alfie Adams , loan_1 , 77000 , 166320 , 2.16 , 0
Alfie Adams , loan_2 , 77000 , 184800 , 2.4 , 6
Alfie Adams , loan_3 , 77000 , 485100 , 6.3 , 7
Alfie Adams , loan_4 , 77000 , 184800 , 2.4 , 3
Alfie Adams , loan_5 , 77000 , 249480 , 3.24 , 1
Alfie Adams , loan_6 , 77000 , 295680 , 3.84 , 3
Alfie Adams , loan_7 , 77000 , 244860 , 3.18 , 2
Alfie Adams , loan_8 , 77000 , 457380 , 5.94 , 12
Alfie Adams , loan_9 , 77000 , 207900 , 2.7 , 4
Alfie Adams , loan_10 , 77000 , 250250 , 3.25 , 2
Alfie Adams , loan_11 , 77000 , 184800 , 2.4 , 1
Alfie Adams , loan_12 , 77000 , 285670 , 3.71 , 2
Alfie Adams , loan_13 , 77000 , 184800 , 2.4 , 3
Alfie Adams , loan_14 , 77000 , 187880 , 2.44 , 4
Alfie Adams , loan_15 , 77000 , 184800 , 2.4 , 2
Alfie Adams , loan_16 , 77000 , 434280 , 5.64 , 11
Alfie Adams , loan_17 , 77000 , 277200 , 3.6 , 4
Alfie Adams , loan_18 , 77000 , 600600 , 7.8 , 6
Alfie Adams , loan_19 , 77000 , 448910 , 5.83 , 11
Isla Burton , loan_1 , 92000 , 338560 , 3.68 , 0
Isla Burton , loan_2 , 92000 , 287040 , 3.12 , 5
Isla Burton , loan_3 , 92000 , 375360 , 4.08 , 4
Isla Burton , loan_4 , 92000 , 225400 , 2.45 , 1
Isla Burton , loan_5 , 92000 , 211600 , 2.3 , 2
Isla Burton , loan_6 , 92000 , 251160 , 2.73 , 2
Isla Burton , loan_7 , 92000 , 193200 , 2.1 , 3
Isla Burton , loan_8 , 92000 , 306360 , 3.33 , 3
Isla Burton , loan_9 , 92000 , 220800 , 2.4 , 0
Isla Burton , loan_10 , 92000 , 358800 , 3.9 , 7
Isla Burton , loan_11 , 92000 , 377200 , 4.1 , 2
Isla Burton , loan_12 , 92000 , 380880 , 4.14 , 4
Isla Burton , loan_13 , 92000 , 251160 , 2.73 , 3
Isla Burton , loan_14 , 92000 , 340400 , 3.7 , 4
Isla Burton , loan_15 , 92000 , 404800 , 4.4 , 1
Isla Burton , loan_16 , 92000 , 338560 , 3.68 , 2
Arlo Adams , loan_1 , 96000 , 225600 , 2.35 , 3
Arlo Adams , loan_2 , 96000 , 535680 , 5.58 , 2
Arlo Adams , loan_3 , 96000 , 483840 , 5.04 , 9
Arlo Adams , loan_4 , 96000 , 499200 , 5.2 , 3
Arlo Adams , loan_5 , 96000 , 552960 , 5.76 , 2
Arlo Adams , loan_6 , 96000 , 491520 , 5.12 , 4
Arlo Adams , loan_7 , 96000 , 491520 , 5.12 , 6
Arlo Adams , loan_8 , 96000 , 527040 , 5.49 , 3
Arlo Adams , loan_9 , 96000 , 339840 , 3.54 , 2
Arlo Adams , loan_10 , 96000 , 485760 , 5.06 , 10
Arlo Adams , loan_11 , 96000 , 537600 , 5.6 , 4
Arlo Adams , loan_12 , 96000 , 538560 , 5.61 , 11
Arlo Adams , loan_13 , 96000 , 288000 , 3.0 , 3
Arlo Adams , loan_14 , 96000 , 668160 , 6.96 , 12
Arlo Adams , loan_15 , 96000 , 432000 , 4.5 , 3
Jack Robinson , loan_1 , 83000 , 337810 , 4.07 , 1
Jack Robinson , loan_2 , 83000 , 215800 , 2.6 , 2
Jack Robinson , loan_3 , 83000 , 278880 , 3.36 , 0
Jack Robinson , loan_4 , 83000 , 403380 , 4.86 , 3
Jack Robinson , loan_5 , 83000 , 332000 , 4.0 , 3
Jack Robinson , loan_6 , 83000 , 268920 , 3.24 , 1
Jack Robinson , loan_7 , 83000 , 273070 , 3.29 , 0
Jack Robinson , loan_8 , 83000 , 358560 , 4.32 , 2
Jack Robinson , loan_9 , 83000 , 214970 , 2.59 , 4
Jack Robinson , loan_10 , 83000 , 204180 , 2.46 , 2
Jack Robinson , loan_11 , 83000 , 374330 , 4.51 , 1
Jack Robinson , loan_12 , 83000 , 234060 , 2.82 , 4
Jack Robinson , loan_13 , 83000 , 170150 , 2.05 , 0
Jack Robinson , loan_14 , 83000 , 365200 , 4.4 , 2
Jack Robinson , loan_15 , 83000 , 448200 , 5.4 , 10
Jack Robinson , loan_16 , 83000 , 162680 , 1.96 , 2
Archie Foster , loan_1 , 74000 , 180560 , 2.44 , 2
Archie Foster , loan_2 , 74000 , 520960 , 7.04 , 5
Archie Foster , loan_3 , 74000 , 382580 , 5.17 , 7
Archie Foster , loan_4 , 74000 , 299700 , 4.05 , 7
Archie Foster , loan_5 , 74000 , 222000 , 3.0 , 1
Archie Foster , loan_6 , 74000 , 412920 , 5.58 , 5
Archie Foster , loan_7 , 74000 , 183520 , 2.48 , 2
Archie Foster , loan_8 , 74000 , 177600 , 2.4 , 0
Archie Foster , loan_9 , 74000 , 407000 , 5.5 , 3
Archie Foster , loan_10 , 74000 , 378880 , 5.12 , 4
Archie Foster , loan_11 , 74000 , 210900 , 2.85 , 2
Archie Foster , loan_12 , 74000 , 275280 , 3.72 , 2
Archie Foster , loan_13 , 74000 , 451400 , 6.1 , 1
Archie Foster , loan_14 , 74000 , 497280 , 6.72 , 4
Archie Foster , loan_15 , 74000 , 235320 , 3.18 , 5
Archie Foster , loan_16 , 74000 , 183520 , 2.48 , 3
Archie Foster , loan_17 , 74000 , 529100 , 7.15 , 5
Noah Harris , loan_1 , 80000 , 416000 , 5.2 , 1
Noah Harris , loan_2 , 80000 , 182400 , 2.28 , 2
Noah Harris , loan_3 , 80000 , 328000 , 4.1 , 1
Noah Harris , loan_4 , 80000 , 252000 , 3.15 , 2
Noah Harris , loan_5 , 80000 , 280800 , 3.51 , 2
Noah Harris , loan_6 , 80000 , 457600 , 5.72 , 4
Noah Harris , loan_7 , 80000 , 309600 , 3.87 , 1
Noah Harris , loan_8 , 80000 , 304000 , 3.8 , 4
Noah Harris , loan_9 , 80000 , 172800 , 2.16 , 5
Noah Harris , loan_10 , 80000 , 211200 , 2.64 , 1
Noah Harris , loan_11 , 80000 , 400000 , 5.0 , 4
Noah Harris , loan_12 , 80000 , 124800 , 1.56 , 2
Noah Harris , loan_13 , 80000 , 196000 , 2.45 , 5
Noah Harris , loan_14 , 80000 , 192000 , 2.4 , 4
Noah Harris , loan_15 , 80000 , 288000 , 3.6 , 3
Noah Harris , loan_16 , 80000 , 220800 , 2.76 , 0
Harry Allen , loan_1 , 77000 , 296450 , 3.85 , 3
Harry Allen , loan_2 , 77000 , 258720 , 3.36 , 1
Harry Allen , loan_3 , 77000 , 423500 , 5.5 , 3
Harry Allen , loan_4 , 77000 , 498960 , 6.48 , 1
Harry Allen , loan_5 , 77000 , 392700 , 5.1 , 2
Harry Allen , loan_6 , 77000 , 207900 , 2.7 , 3
Harry Allen , loan_7 , 77000 , 332640 , 4.32 , 6
Harry Allen , loan_8 , 77000 , 292600 , 3.8 , 4
Harry Allen , loan_9 , 77000 , 498960 , 6.48 , 1
Harry Allen , loan_10 , 77000 , 132440 , 1.72 , 0
Harry Allen , loan_11 , 77000 , 415030 , 5.39 , 5
Harry Allen , loan_12 , 77000 , 314160 , 4.08 , 3
Harry Allen , loan_13 , 77000 , 361900 , 4.7 , 7
Harry Allen , loan_14 , 77000 , 242550 , 3.15 , 2
Lily Owen , loan_1 , 82000 , 209100 , 2.55 , 3
Lily Owen , loan_2 , 82000 , 285360 , 3.48 , 3
Lily Owen , loan_3 , 82000 , 241080 , 2.94 , 2
Lily Owen , loan_4 , 82000 , 393600 , 4.8 , 7
Lily Owen , loan_5 , 82000 , 505120 , 6.16 , 9
Lily Owen , loan_6 , 82000 , 157440 , 1.92 , 2
Lily Owen , loan_7 , 82000 , 314880 , 3.84 , 1
Lily Owen , loan_8 , 82000 , 570720 , 6.96 , 9
Lily Owen , loan_9 , 82000 , 173840 , 2.12 , 0
Lily Owen , loan_10 , 82000 , 258300 , 3.15 , 7
Lily Owen , loan_11 , 82000 , 619920 , 7.56 , 3
Lily Owen , loan_12 , 82000 , 269780 , 3.29 , 1
Lily Owen , loan_13 , 82000 , 385400 , 4.7 , 8
Lily Owen , loan_14 , 82000 , 275520 , 3.36 , 0
Lily Owen , loan_15 , 82000 , 380480 , 4.64 , 12
Lily Owen , loan_16 , 82000 , 354240 , 4.32 , 3
Lily Owen , loan_17 , 82000 , 231240 , 2.82 , 1
Emily Foster , loan_1 , 70000 , 327600 , 4.68 , 6
Emily Foster , loan_2 , 70000 , 361200 , 5.16 , 4
Emily Foster , loan_3 , 70000 , 445200 , 6.36 , 8
Emily Foster , loan_4 , 70000 , 168000 , 2.4 , 3
Emily Foster , loan_5 , 70000 , 134400 , 1.92 , 2
Emily Foster , loan_6 , 70000 , 201600 , 2.88 , 2
Emily Foster , loan_7 , 70000 , 178500 , 2.55 , 0
Emily Foster , loan_8 , 70000 , 151200 , 2.16 , 4
Emily Foster , loan_9 , 70000 , 385000 , 5.5 , 6
Emily Foster , loan_10 , 70000 , 319200 , 4.56 , 4
Emily Foster , loan_11 , 70000 , 361900 , 5.17 , 4
Emily Foster , loan_12 , 70000 , 154000 , 2.2 , 0
Emily Foster , loan_13 , 70000 , 159600 , 2.28 , 2
Emily Foster , loan_14 , 70000 , 145600 , 2.08 , 0
Emily Foster , loan_15 , 70000 , 300300 , 4.29 , 0
Emily Foster , loan_16 , 70000 , 346500 , 4.95 , 4
Isabella Robinson , loan_1 , 95000 , 532950 , 5.61 , 4
Isabella Robinson , loan_2 , 95000 , 444600 , 4.68 , 6
Isabella Robinson , loan_3 , 95000 , 376200 , 3.96 , 3
Isabella Robinson , loan_4 , 95000 , 325850 , 3.43 , 2
Isabella Robinson , loan_5 , 95000 , 351500 , 3.7 , 6
Isabella Robinson , loan_6 , 95000 , 281200 , 2.96 , 5
Isabella Robinson , loan_7 , 95000 , 304000 , 3.2 , 2
Isabella Robinson , loan_8 , 95000 , 459800 , 4.84 , 7
Isabella Robinson , loan_9 , 95000 , 242250 , 2.55 , 0
Isabella Robinson , loan_10 , 95000 , 319200 , 3.36 , 4
Isabella Robinson , loan_11 , 95000 , 218500 , 2.3 , 1
Isabella Robinson , loan_12 , 95000 , 574750 , 6.05 , 4
Isabella Robinson , loan_13 , 95000 , 410400 , 4.32 , 4
Isabella Robinson , loan_14 , 95000 , 494000 , 5.2 , 2
Isabella Robinson , loan_15 , 95000 , 349600 , 3.68 , 2
Mia Owen , loan_1 , 98000 , 270480 , 2.76 , 2
Mia Owen , loan_2 , 98000 , 266560 , 2.72 , 1
Mia Owen , loan_3 , 98000 , 250880 , 2.56 , 0
Mia Owen , loan_4 , 98000 , 176400 , 1.8 , 0
Mia Owen , loan_5 , 98000 , 235200 , 2.4 , 0
Mia Owen , loan_6 , 98000 , 258720 , 2.64 , 1
Mia Owen , loan_7 , 98000 , 129360 , 1.32 , 0
Mia Owen , loan_8 , 98000 , 291060 , 2.97 , 0
Mia Owen , loan_9 , 98000 , 255780 , 2.61 , 0
Mia Owen , loan_10 , 98000 , 352800 , 3.6 , 0
Mia Owen , loan_11 , 98000 , 211680 , 2.16 , 0
Mia Owen , loan_12 , 98000 , 107800 , 1.1 , 2
Mia Owen , loan_13 , 98000 , 215600 , 2.2 , 3
Mia Owen , loan_14 , 98000 , 202860 , 2.07 , 1
Evelyn Baker , loan_1 , 83000 , 119520 , 1.44 , 1
Evelyn Baker , loan_2 , 83000 , 498000 , 6.0 , 6
Evelyn Baker , loan_3 , 83000 , 447370 , 5.39 , 3
Evelyn Baker , loan_4 , 83000 , 474760 , 5.72 , 3
Evelyn Baker , loan_5 , 83000 , 249000 , 3.0 , 0
Evelyn Baker , loan_6 , 83000 , 142760 , 1.72 , 2
Evelyn Baker , loan_7 , 83000 , 214140 , 2.58 , 1
Evelyn Baker , loan_8 , 83000 , 152720 , 1.84 , 1
Evelyn Baker , loan_9 , 83000 , 332000 , 4.0 , 9
Evelyn Baker , loan_10 , 83000 , 153550 , 1.85 , 1
Evelyn Baker , loan_11 , 83000 , 356070 , 4.29 , 1
Evelyn Baker , loan_12 , 83000 , 126160 , 1.52 , 1
Evelyn Baker , loan_13 , 83000 , 378480 , 4.56 , 8
Evelyn Baker , loan_14 , 83000 , 346940 , 4.18 , 1
Evelyn Baker , loan_15 , 83000 , 323700 , 3.9 , 7
Evelyn Baker , loan_16 , 83000 , 439900 , 5.3 , 2
Lucas Wilson , loan_1 , 87000 , 323640 , 3.72 , 5
Lucas Wilson , loan_2 , 87000 , 468930 , 5.39 , 3
Lucas Wilson , loan_3 , 87000 , 318420 , 3.66 , 4
Lucas Wilson , loan_4 , 87000 , 548100 , 6.3 , 5
Lucas Wilson , loan_5 , 87000 , 339300 , 3.9 , 5
Lucas Wilson , loan_6 , 87000 , 438480 , 5.04 , 11
Lucas Wilson , loan_7 , 87000 , 545490 , 6.27 , 10
Lucas Wilson , loan_8 , 87000 , 298410 , 3.43 , 3
Lucas Wilson , loan_9 , 87000 , 548100 , 6.3 , 8
Lucas Wilson , loan_10 , 87000 , 184440 , 2.12 , 5
Lucas Wilson , loan_11 , 87000 , 371490 , 4.27 , 7
Lucas Wilson , loan_12 , 87000 , 184440 , 2.12 , 1
Lucas Wilson , loan_13 , 87000 , 184440 , 2.12 , 5
Lucas Wilson , loan_14 , 87000 , 261000 , 3.0 , 2
Lucas Wilson , loan_15 , 87000 , 469800 , 5.4 , 4
Lucas Wilson , loan_16 , 87000 , 487200 , 5.6 , 4
Lucas Wilson , loan_17 , 87000 , 657720 , 7.56 , 14
Oscar Baker , loan_1 , 96000 , 264960 , 2.76 , 0
Oscar Baker , loan_2 , 96000 , 184320 , 1.92 , 1
Oscar Baker , loan_3 , 96000 , 291840 , 3.04 , 1
Oscar Baker , loan_4 , 96000 , 188160 , 1.96 , 1
Oscar Baker , loan_5 , 96000 , 145920 , 1.52 , 0
Oscar Baker , loan_6 , 96000 , 259200 , 2.7 , 1
Oscar Baker , loan_7 , 96000 , 88320 , 0.92 , 0
Oscar Baker , loan_8 , 96000 , 88320 , 0.92 , 0
Oscar Baker , loan_9 , 96000 , 299520 , 3.12 , 0
Oscar Baker , loan_10 , 96000 , 148800 , 1.55 , 0
Oscar Baker , loan_11 , 96000 , 253440 , 2.64 , 3
Oscar Baker , loan_12 , 96000 , 307200 , 3.2 , 2
Oscar Baker , loan_13 , 96000 , 105600 , 1.1 , 0
Oscar Baker , loan_14 , 96000 , 345600 , 3.6 , 1
Oscar Baker , loan_15 , 96000 , 154560 , 1.61 , 2
Oscar Baker , loan_16 , 96000 , 355200 , 3.7 , 1
Oscar Baker , loan_17 , 96000 , 460800 , 4.8 , 1
